Report Title,Type,Field Name,Field Description,Order,Order of Report in System
Account Receivable>Unbilled Encounters,Columns,Vsn Cnd Ind Cd,Vision Condition Indicator Code,226,35
Account Receivable>Unbilled Encounters,Columns,Vsn Code Cat 2,Vision Code Category 2,227,35
Account Receivable>Unbilled Encounters,Columns,Vsn Cnd Ind Cd 2,Vision Condition Indicator Code 2,228,35
Account Receivable>Unbilled Encounters,Columns,Vsn Code Cat 3,Vision Code Category 3,229,35
Account Receivable>Unbilled Encounters,Columns,Vsn Cnd Ind Cd 3,Vision Code Category 2,230,35
Account Receivable>Unbilled Encounters,Columns,Not Asnd Pro. Elec I..,NonPar Provider Authorized to Send Electronic Claim,231,35
Account Receivable>Unbilled Encounters,Columns,Hearing Vsn Rx Date,Hearingi Vision Prescription Date,232,35
Account Receivable>Unbilled Encounters,Columns,Prim Enc Rate SIM,Primary Encounter Rate Service Item,233,35
Account Receivable>Unbilled Encounters,Columns,Prim Enc Rate Amt,Primary Encounter Rate Amount,234,35
Account Receivable>Unbilled Encounters,Columns,Sec Enc Rate SIM,Secondary Encounter Rate Service Item,235,35
Account Receivable>Unbilled Encounters,Columns,Sec Enc Rate Amt,Secondary Encounter Rate Amount,236,35
Account Receivable>Unbilled Encounters,Columns,Ter Enc Rate SIM,Tertiary Encounter Rate Service Item,237,35
Account Receivable>Unbilled Encounters,Columns,Ter Enc Rate Amt,Tertiary Encounter Rate Amt,238,35
Account Receivable>Unbilled Encounters,Columns,Complaint,Encounter Complaint,239,35
Account Receivable>Unbilled Encounters,Columns,Remarks,Encounter Description,240,35
Account Receivable>Unbilled Encounters,Columns,Rental Ind,Rental Indicator,241,35
Account Receivable>Unbilled Encounters,Filter 1,Enc Date,,242,35
Account Receivable>Unbilled Encounters,Filter 1,Hold Date,,243,35
Account Receivable>Unbilled Encounters,Filter 1,Case,,244,35
Account Receivable>Unbilled Encounters,Filter 1,Enc Status,,245,35
Account Receivable>Unbilled Encounters,Filter 1,Enc Age,,246,35
Account Receivable>Unbilled Encounters,Filter 1,Qual Enc,,247,35
Account Receivable>Unbilled Encounters,Settings List,Blood Quantum,,248,35
Account Receivable>Unbilled Encounters,Settings List,Descendacey,Descendacey,249,35
Account Receivable>Unbilled Encounters,Settings List,Ethnicity,,250,35
Account Receivable>Unbilled Encounters,Settings List,Fin Classes,,251,35
Account Receivable>Unbilled Encounters,Settings List,Homeless Status,,252,35
Account Receivable>Unbilled Encounters,Settings List,IHS Eligibilty,,253,35
Account Receivable>Unbilled Encounters,Settings List,Language Barrier,,254,35
Account Receivable>Unbilled Encounters,Settings List,Location SubGrp 1,,255,35
Account Receivable>Unbilled Encounters,Settings List,Location SubGrp 2,,256,35
Account Receivable>Unbilled Encounters,Settings List,Locations,,257,35
Account Receivable>Unbilled Encounters,Settings List,Marketing Plan Type,,258,35
Account Receivable>Unbilled Encounters,Settings List,Migrant Worker Status,,259,35
Account Receivable>Unbilled Encounters,Settings List,Patient Type,,260,35
Account Receivable>Unbilled Encounters,Settings List,Payer SubGrp 1,,261,35
Account Receivable>Unbilled Encounters,Settings List,Payer SubGrp 2,,262,35
Account Receivable>Unbilled Encounters,Settings List,Practices,,263,35
Account Receivable>Unbilled Encounters,Settings List,Primary Medical Cove..,,264,35
Account Receivable>Unbilled Encounters,Settings List,Primary Payers,,265,35
Account Receivable>Unbilled Encounters,Settings List,Provider SubGrp 1,,266,35
Account Receivable>Unbilled Encounters,Settings List,Provider SubGrp 2,,267,35
Account Receivable>Unbilled Encounters,Settings List,Public Housing Prima…,,268,35
Account Receivable>Unbilled Encounters,Settings List,Race,,269,35
Account Receivable>Unbilled Encounters,Settings List,Referring Phys,,270,35
Account Receivable>Unbilled Encounters,Settings List,Rendering Phys,,271,35
Account Receivable>Unbilled Encounters,Settings List,School Based Health..,,272,35
Account Receivable>Unbilled Encounters,Settings List,Tribal Affiliation,,273,35
Account Receivable>Unbilled Encounters,Settings List,Tribal Classification,,274,35
Account Receivable>Unbilled Encounters,Settings List,Veteran Status,,275,35
Account Receivable>Unbilled Encounters,Settings List,Zip Code,,276,35
Accounts Receivable>Collections>Account Summary,Columns,Prac Name,Practice Name,1,36
Accounts Receivable>Collections>Account Summary,Columns,Site,Site Name,2,36
Accounts Receivable>Collections>Account Summary,Columns,Guar Name,Guarantor Name,3,36
Accounts Receivable>Collections>Account Summary,Columns,Guar Type,,4,36
Accounts Receivable>Collections>Account Summary,Columns,Per Nbr,Person Number,5,36
Accounts Receivable>Collections>Account Summary,Columns,Acct ID,,6,36
Accounts Receivable>Collections>Account Summary,Columns,SSN,Social Security Number,7,36
Accounts Receivable>Collections>Account Summary,Columns,Birth Dt,Birth Date,8,36
Accounts Receivable>Collections>Account Summary,Columns,Ace,,9,36
Accounts Receivable>Collections>Account Summary,Columns,Pat Age in Years,Patient Age in Years,10,36
Accounts Receivable>Collections>Account Summary,Columns,Pat Age in Months,Patient Age in Months,11,36
Accounts Receivable>Collections>Account Summary,Columns,Gen,Gender Code,12,36
Accounts Receivable>Collections>Account Summary,Columns,Gender Desc,Gender Description,13,36
Accounts Receivable>Collections>Account Summary,Columns,Addr 1,Address 1,14,36
Accounts Receivable>Collections>Account Summary,Columns,Addr 2,Address 2,15,36
Accounts Receivable>Collections>Account Summary,Columns,City. State Zip,,16,36
Accounts Receivable>Collections>Account Summary,Columns,Hm Phone,Home Phone,17,36
Accounts Receivable>Collections>Account Summary,Columns,Day Phone,Day Phone,18,36
Accounts Receivable>Collections>Account Summary,Columns,Email Addr,Email Address,19,36
Accounts Receivable>Collections>Account Summary,Columns,County,County,20,36
Accounts Receivable>Collections>Account Summary,Columns,Country,,21,36
Accounts Receivable>Collections>Account Summary,Columns,Emp Cond,,22,36
Accounts Receivable>Collections>Account Summary,Columns,Country,,23,36
Accounts Receivable>Collections>Account Summary,Columns,Emp Cond,,24,36
Accounts Receivable>Collections>Account Summary,Columns,Emp Ext,,25,36
Accounts Receivable>Collections>Account Summary,Columns,Ins 1 Amt,Insurance 1 Amount,26,36
Accounts Receivable>Collections>Account Summary,Columns,Ins 2 Amt,Insurance 2 Amount,27,36
Accounts Receivable>Collections>Account Summary,Columns,Ins 3 Amt,Insurance 3 Amount,28,36
Accounts Receivable>Collections>Account Summary,Columns,Pat Amt,Patient Amount,29,36
Accounts Receivable>Collections>Account Summary,Columns,Acct Bal,,30,36
Accounts Receivable>Collections>Account Summary,Columns,Bad Debt,,31,36
Accounts Receivable>Collections>Account Summary,Columns,Self Less Bad Debt,,32,36
Accounts Receivable>Collections>Account Summary,Columns,Unappld Amt,Unapplied Amount,33,36
Accounts Receivable>Collections>Account Summary,Columns,Stmt,Print Statement Indicator,34,36
Accounts Receivable>Collections>Account Summary,Columns,Inv,,35,36
Accounts Receivable>Collections>Account Summary,Columns,Nxt Stmt Dt,,36,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Stmt Dt,Last Statement Date,37,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Stmt Prt Dt,Last Statement Print Date,38,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Self Pay Dt,,39,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Let Dt,,40,36
Accounts Receivable>Collections>Account Summary,Columns,Nxt Inv Dt,,41,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Inv Dt,,42,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg,Account Encounter Budget Indicator,43,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg St Dt,,44,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg,Account Encounter Budget Indicator,45,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg St Dt,,46,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg Nxt Let,,47,36
Accounts Receivable>Collections>Account Summary,Columns,Lst Bdg Let,,48,36
Accounts Receivable>Collections>Account Summary,Columns,Delinq Dt,,49,36
Accounts Receivable>Collections>Account Summary,Columns,Term Dt,,50,36
Accounts Receivable>Collections>Account Summary,Columns,# Pmt,,51,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg Pmt Amt,,52,36
Accounts Receivable>Collections>Account Summary,Columns,Beg Bdg Amt,,53,36
Accounts Receivable>Collections>Account Summary,Columns,Cr Rating,,54,36
Accounts Receivable>Collections>Account Summary,Columns,Task Cnt,Task Count,55,36
Accounts Receivable>Collections>Account Summary,Columns,HOH Name,Head of Household Name,56,36
Accounts Receivable>Collections>Account Summary,Columns,Fam Size,Head of Household Family Size,57,36
Accounts Receivable>Collections>Account Summary,Columns,Fam Yr Inc,Head of Household Family Income,58,36
Accounts Receivable>Collections>Account Summary,Columns,Ref,Refused To Report Income,59,36
Accounts Receivable>Collections>Account Summary,Columns,Verify Dt,Head of Household Verify Date,60,36
Accounts Receivable>Collections>Account Summary,Columns,Pet Poverty,Percent of Poverty,61,36
Accounts Receivable>Collections>Account Summary,Columns,Poverty Cat,Poverty Category,62,36
Accounts Receivable>Collections>Account Summary,Columns,Sup Dng,,63,36
Accounts Receivable>Collections>Account Summary,Columns,Reminder Call OptO .,,64,36
Accounts Receivable>Collections>Account Summary,Columns,Stmt Counter,,65,36
Accounts Receivable>Collections>Account Summary,Columns,Crt Dt,Create Date,66,36
Accounts Receivable>Collections>Account Summary,Columns,Term Dt,,67,36
Accounts Receivable>Collections>Account Summary,Columns,# Pmt,,68,36
Accounts Receivable>Collections>Account Summary,Columns,Bdg Pmt Amt,,69,36
Accounts Receivable>Collections>Account Summary,Columns,Beg Bdg Amt,,70,36
Accounts Receivable>Collections>Account Summary,Columns,Cr Rating,,71,36
Accounts Receivable>Collections>Account Summary,Columns,Task Cnt,Task Count,72,36
Accounts Receivable>Collections>Account Summary,Columns,HOH Name,Head of Household Name,73,36
Accounts Receivable>Collections>Account Summary,Columns,Fam Size,Head of Household Family Size,74,36
Accounts Receivable>Collections>Account Summary,Columns,Fam Yr Inc,Head of Household Family Income,75,36
Accounts Receivable>Collections>Account Summary,Columns,Ref,Refused To Report Income,76,36
Accounts Receivable>Collections>Account Summary,Columns,Verify Dt,Head of Household Verify Date,77,36
Accounts Receivable>Collections>Account Summary,Columns,Pet Poverty,Percent of Poverty,78,36
Accounts Receivable>Collections>Account Summary,Columns,Poverty Cat,Poverty Category,79,36
Accounts Receivable>Collections>Account Summary,Columns,Sup Dng,,80,36
Accounts Receivable>Collections>Account Summary,Columns,Reminder Call Opt 0.,,81,36
Accounts Receivable>Collections>Account Summary,Columns,Stmt Counter,,82,36
Accounts Receivable>Collections>Account Summary,Columns,Crt Dt,Create Date,83,36
Accounts Receivable>Collections>Account Summary,Columns,Created By,Created By,84,36
Accounts Receivable>Collections>Account Summary,Columns,Mod Dt,Last Modified Date,85,36
Accounts Receivable>Collections>Account Summary,Columns,Modified By,Last Modified By,86,36
Accounts Receivable>Collections>Account Summary,Columns,Community Code,Community Code,87,36
Accounts Receivable>Collections>Account Summary,Filter 1,No Self Pmt Since,,88,36
Accounts Receivable>Collections>Account Summary,Filter 1,Budget Accts,,89,36
Accounts Receivable>Collections>Account Summary,Settings List,Practices,,90,36
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Prac Name,Practice Name,1,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Sect Name        ,Section Name,2,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Loc Name,Location Name,3,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Location SubGrp 1,Location Subgrouping 1,4,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Location SubGrp 2,Location Subgrouping 2,5,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Payer Name,Auto Create Reason Code,6,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Payer SubGrp 1,Payer Subgrouping 1,7,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Payer SubGrp 2,Payer Subgrouping 2,8,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Payer Name,Auto Create Reason Code,9,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Contracted Ind,Contracted Payer Indicator,10,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Rendering,Charge Rendering Provider,11,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Enc Rendering,Encounter Rendering Provider,12,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Provider SubGrp 1,Provider Subgrouping 1,13,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Provider SubGrp 2,Provider Subgrouping 2,14,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Addtl Prov,Addtl Provider,15,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Admitting,Admitting Provider,16,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Fst Consult,First Consulting Provider,17,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Sec Consult,Second Consulting Provider,18,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Enc Referring,Encounter Referring Provider,19,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Chg Referring,Charge Rendering Provider,20,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Supervisor,Supervising Provider,21,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Facility,Facility,22,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Guar Name,Guarantor Name,23,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Facility,Facility,24,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Guar Name,Guarantor Name,25,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Guar Phone,Guarantor Phone,26,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Day Phone,Day Phone,27,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Email Addr,Email Address,28,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Name,Patient Name,29,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Per Nbr,Person Number,30,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Addr 1,Address 1,31,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Addr 2,Address 2,32,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,City,City,33,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,State,State,34,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Zip,Zip Code,35,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,County,County,36,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Birth Dt,Birth Date,37,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Age,Patient Age,38,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Age in Years,Patient Age in Years,39,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Age in Months,Patient Age in Months,40,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Age in Years (D-,Patient Age in Years on the Date Of Service,41,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Age in Months (D_,Patient Age in Months on the Date Of Service,42,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Md Rc,Medical Record Number,43,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,E/I/A/B,Source Number,44,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Type,Patient Type,45,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,E/I/A/B,Source Number,46,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Type,Patient Type,47,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Sts,Patient Status,48,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Pat Sts Rsn,Patient Status Reason,49,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Case Nbr,Case Management Number,50,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Case Desc,Case Management Description,51,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Case Sts,Case Management Status,52,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Case Emp,Case Management Employer,53,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,ST,Source Type Abbreviation,54,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Src Type,Source Type,55,37
Accounts Receivable>Collections>Insurance Aging Analysis,Columns,Department,Service Item Department,56,37
